Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label,lstm_sentiment_labeling,lstm_sentiment_score,lstm_matches_vader,roberta_sentiment_labeling,roberta_sentiment_score,distilbert_sentiment_labeling,distilbert_sentiment_score
Dirty communist product again?,dirty communist product again,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative,Negative,0.70998394,1,Negative,0.888353944,Negative,0.843539476
"2020 started on Wednesday Thursday 
2025 started on Wednesday Thursday",2020 started on wednesday thursday 2025 started on wednesday thursday,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9287769,1,Neutral,0.848048389,Positive,0.601230383
as a shut in myself I see this as an absolute win,as a shut in myself i see this as an absolute win,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}",0.5859,Positive,Positive,0.45897484,1,Positive,0.955788314,Positive,0.914840698
Danm another WTF year might come with a new Epidemic wow,danm another wtf year might come with a new epidemic wow,"{'neg': 0.229, 'neu': 0.542, 'pos': 0.229, 'compound': 0.0}",0,Neutral,Negative,0.7894348,0,Negative,0.86837405,Negative,0.533104539
Shut china down anyone that left the country in the past 2 weeks gets quarantined,shut china down anyone that left the country in the past 2 weeks gets quarantined,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9936209,1,Negative,0.82826978,Negative,0.91086477
"Nah, i believe someone made this happened and to the Bodies that were experimented with it may your soul be in peace",nah i believe someone made this happened and to the bodies that were experimented with it may your soul be in peace,"{'neg': 0.056, 'neu': 0.803, 'pos': 0.141, 'compound': 0.4767}",0.4767,Positive,Positive,0.54197186,1,Negative,0.739993691,Positive,0.732636869
Again again...stop virus china...,again againstop virus china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9837688,1,Negative,0.536201179,Negative,0.57389909
Get ready guys its china ðŸ˜‚,get ready guys its china ðÿ,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive,Positive,0.9061877,1,Neutral,0.710585654,Positive,0.794972658
Letâ€:trade_mark:s be ready again with all the stuffs to welcome the virus by imposing the lock down !,letâtrade_marks be ready again with all the stuffs to welcome the virus by imposing the lock down,"{'neg': 0.067, 'neu': 0.67, 'pos': 0.263, 'compound': 0.6249}",0.6249,Positive,Positive,0.9746957,1,Negative,0.537105322,Positive,0.793883085
Stop international flights firstðŸ˜¢ðŸ˜¢ðŸ˜¢,stop international flights firstðÿðÿðÿ,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Negative,0.8893406,1,Negative,0.765460193,Negative,0.785894632
New virus for New World Order.,new virus for new world order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.8912876,1,Negative,0.553791583,Positive,0.808987319
im a doctor here in china. i had a patient with this illness. i am infected and currently in the hospital,im a doctor here in china i had a patient with this illness i am infected and currently in the hospital,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.745}",-0.745,Negative,Negative,0.8102316,1,Negative,0.788886428,Negative,0.959260225
Is lunar new year so just in time to spread it to the world there should be a travel ban on all people coming from China immediately.,is lunar new year so just in time to spread it to the world there should be a travel ban on all people coming from china immediately,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.6665521,1,Neutral,0.518773198,Positive,0.768861413
Nothing gonna happen...,nothing gonna happen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9890012,1,Neutral,0.526788414,Negative,0.624195576
BIO WEAPONS    they desperate to control   here we go again   fu,bio weapons they desperate to control here we go again fu,"{'neg': 0.553, 'neu': 0.447, 'pos': 0.0, 'compound': -0.872}",-0.872,Negative,Negative,0.94766724,1,Negative,0.849346578,Positive,0.502418041
I believe that this virus is like history-repeating,i believe that this virus is like historyrepeating,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,Positive,Positive,0.82080805,1,Negative,0.90297246,Negative,0.762924433
oh ! SHIT HERE WE GO AGAIN .,oh shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.94275737,1,Negative,0.809215128,Negative,0.816383421
"Why is this news being blocked by the government of the Philippines? There was a viral news about this on social media, and the DOH keeps denying it.",why is this news being blocked by the government of the philippines there was a viral news about this on social media and the doh keeps denying it,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,Negative,0.55486935,1,Negative,0.834236681,Negative,0.90991652
Lock down again â€¦ ðŸ˜¢,lock down again â ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9894337,1,Negative,0.643446028,Negative,0.667564988
This virus is deadly ?,this virus is deadly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9417904,1,Negative,0.893423498,Negative,0.949985981
Lockdown Starting 2025,lockdown starting 2025,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9772318,1,Neutral,0.802779019,Negative,0.78438127
"These people eat anything and everything, I won't be surprised if they eat fried feces too. 

Advancing in tech and spreading  viruses.",these people eat anything and everything i wont be surprised if they eat fried feces too advancing in tech and spreading viruses,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.1695}",-0.1695,Negative,Negative,0.7553014,1,Negative,0.809777856,Negative,0.845667839
Lock down please plus free groceries ðŸ˜‚ðŸ˜‚,lock down please plus free groceries ðÿðÿ,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6808}",0.6808,Positive,Positive,0.9298685,1,Neutral,0.534534097,Positive,0.69673562
Yes officially i know that New virus will come again in New Year as Covid 19 start with WTF and 2025 start with WTF and if it start with that new Virus come i literally know that new virus will come guys stay safe guys this Is New Year give thank you New Year for wonderful give,yes officially i know that new virus will come again in new year as covid 19 start with wtf and 2025 start with wtf and if it start with that new virus come i literally know that new virus will come guys stay safe guys this is new year give thank you new year for wonderful give,"{'neg': 0.108, 'neu': 0.724, 'pos': 0.168, 'compound': 0.4939}",0.4939,Positive,Positive,0.9978541,1,Neutral,0.39689523,Positive,0.935867786
If if persists after February then its An Serious Issue,if if persists after february then its an serious issue,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative,Negative,0.7717773,1,Negative,0.785648644,Negative,0.83913219
Bat soup or cat soup this timeðŸ˜‚ðŸ˜‚,bat soup or cat soup this timeðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99089676,1,Neutral,0.871427774,Positive,0.784712911
It is real or fake,it is real or fake,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.93689907,1,Neutral,0.773076892,Negative,0.836696208
Lockdown season 3 ðŸ˜Ÿ,lockdown season 3 ðÿÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96626043,1,Neutral,0.864663899,Negative,0.727402151
Is it again from Wuhan Virology labs?,is it again from wuhan virology labs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9573134,1,Neutral,0.914428651,Positive,0.737839222
@2:11 they show a police car in a street. That is South Africa and is a traffic police vehile from City of Johannesburg. Why is it even in the clip?,211 they show a police car in a street that is south africa and is a traffic police vehile from city of johannesburg why is it even in the clip,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.81716347,1,Neutral,0.505018711,Negative,0.673265576
It died on arrival.,it died on arrival,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.8056217,1,Negative,0.764096558,Negative,0.953323364
China is the epicenter of all deadly virus.  After few days they will export this virus throughout the world. After that they will sell medical items throughout the world at higher cost and make money.,china is the epicenter of all deadly virus after few days they will export this virus throughout the world after that they will sell medical items throughout the world at higher cost and make money,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9083549,1,Negative,0.880408049,Positive,0.624705434
Because of habit of eating everything that moves Chinese are suciptible to spread different diseases and viruses.,because of habit of eating everything that moves chinese are suciptible to spread different diseases and viruses,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96256685,1,Negative,0.663909554,Negative,0.517200947
Please delete chain ðŸ˜‚ it's a curse,please delete chain ðÿ its a curse,"{'neg': 0.324, 'neu': 0.463, 'pos': 0.213, 'compound': -0.296}",-0.296,Negative,Negative,0.6187441,1,Negative,0.928599238,Negative,0.842017412
We should call it covid-25ðŸ˜…,we should call it covid25ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9868153,1,Neutral,0.717522621,Positive,0.848273695
Stop the flights please,stop the flights please,"{'neg': 0.338, 'neu': 0.308, 'pos': 0.354, 'compound': 0.0258}",0.0258,Neutral,Negative,0.7506575,0,Negative,0.770232499,Negative,0.840321302
Fake news ðŸ˜‚,fake news ðÿ,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.9850225,1,Negative,0.524194658,Negative,0.893560052
"China doesn't learned, what a troublesome country",china doesnt learned what a troublesome country,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative,Neutral,0.84708333,0,Negative,0.856793642,Negative,0.971868157
Yet again another New Year's gift to the world from China. Wow!,yet again another new years gift to the world from china wow,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.7717}",0.7717,Positive,Positive,0.9833099,1,Positive,0.964128911,Positive,0.951426327
Pls... me wants another LockdownðŸ:trade_mark:ðŸ:trade_mark:,pls me wants another lockdownðÿtrade_markðÿtrade_mark,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,Positive,Negative,0.5574582,0,Negative,0.631567299,Negative,0.92924583
"2020 and 2025 both started with Wednesday, Thursday,Friday= WTFðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…",2020 and 2025 both started with wednesday thursdayfriday wtfðÿðÿðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.96374243,1,Neutral,0.491293401,Positive,0.658765137
Ah shit here we go again,ah shit here we go again,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.9599342,1,Negative,0.786997259,Negative,0.625305176
"Mr. XI, you must disable the facial recognition cameras. There are negative entities that are taking advantage of this to transmit viruses digitally. I hope you read and understand what I'm talking about!",mr xi you must disable the facial recognition cameras there are negative entities that are taking advantage of this to transmit viruses digitally i hope you read and understand what im talking about,"{'neg': 0.096, 'neu': 0.777, 'pos': 0.127, 'compound': 0.0516}",0.0516,Positive,Negative,0.5010341,0,Negative,0.596574306,Positive,0.509032011
China is intentionally spreading virus to the world and doing business badðŸ˜¢,china is intentionally spreading virus to the world and doing business badðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9710894,1,Negative,0.904413521,Negative,0.978518248
10th EXAM CANCEL KAB HORAHA HAI??,10th exam cancel kab horaha hai,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative,Negative,0.87259597,1,Neutral,0.512983263,Negative,0.89980495
"Oh common, not again!",oh common not again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9767462,1,Negative,0.799189448,Negative,0.791935146
Plz closed the gate to Chinese and travellers from China,plz closed the gate to chinese and travellers from china,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive,Positive,0.61607724,1,Neutral,0.794368923,Negative,0.75769639
"World knows what to do... impose travel ban to and from then totally lockdown that country already.
World doesn't need ""another"" covid...WTF!?!",world knows what to do impose travel ban to and from then totally lockdown that country already world doesnt need another covidwtf,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.7003}",-0.7003,Negative,Negative,0.9037077,1,Negative,0.848268449,Negative,0.894232213
This would be the time to lockdown China. At least try to prevent it from spreading.,this would be the time to lockdown china at least try to prevent it from spreading,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.0258}",0.0258,Neutral,Neutral,0.89582497,1,Negative,0.502503753,Positive,0.583099544
Quick! Go get your BINGO cards ready. We're about to start the year early with another pandemic. Guess from what country again. It has 5 letters that starts with C and end in A.ðŸ˜‚ðŸ˜…,quick go get your bingo cards ready were about to start the year early with another pandemic guess from what country again it has 5 letters that starts with c and end in aðÿðÿ,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.3612}",0.3612,Positive,Positive,0.939197,1,Negative,0.502901495,Negative,0.621887147
#HMPV  virus has already spread in India !,hmpv virus has already spread in india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9887156,1,Negative,0.775458872,Negative,0.577960432
"Another false propaganda from India. HMPV is a common virus that causes acute respiratory infections. In 2001, Dutch researchers first detected the virus in nasopharyngeal aspirate samples from children with respiratory infections caused by unknown pathogens. Serological studies have shown that it has existed in humans for more than 60 years and is distributed all over the world. The virus has a low mortality rate.",another false propaganda from india hmpv is a common virus that causes acute respiratory infections in 2001 dutch researchers first detected the virus in nasopharyngeal aspirate samples from children with respiratory infections caused by unknown pathogens serological studies have shown that it has existed in humans for more than 60 years and is distributed all over the world the virus has a low mortality rate,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.74332476,1,Negative,0.514482737,Negative,0.702220023
After 5 years!,after 5 years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9550854,1,Neutral,0.80515182,Negative,0.719464958
As always,as always,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9306907,1,Neutral,0.537409782,Positive,0.836780071
"Don't bring it over here 
Why is it ALWAYS CHINA??",dont bring it over here why is it always china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.99037516,1,Negative,0.85450536,Negative,0.954601586
These made up viruses are used to shape the global order.,these made up viruses are used to shape the global order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9892882,1,Negative,0.83465898,Negative,0.5105654
How come there're south africa on the video 2:13,how come therere south africa on the video 213,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.71637774,1,Neutral,0.563908041,Positive,0.816877723
Is it True? I still can't Believe it.,is it true i still cant believe it,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,Positive,Positive,0.66835505,1,Neutral,0.491501063,Negative,0.953243673
*Oooh my God! Made in China again!* ðŸ˜:registered:,oooh my god made in china again ðÿregistered,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,Positive,Positive,0.7778131,1,Positive,0.936532199,Negative,0.564476252
We all saw this coming they planed and executed this virus just to make things very difficult for Donald trump we know the code.clap for yourselfs all you planners of evil on mankind,we all saw this coming they planed and executed this virus just to make things very difficult for donald trump we know the codeclap for yourselfs all you planners of evil on mankind,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.8016}",-0.8016,Negative,Negative,0.7269911,1,Negative,0.920778394,Positive,0.681243122
Lockdown please,lockdown please,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,Positive,Positive,0.5641276,1,Neutral,0.540401876,Negative,0.720069408
China  dont make rge workd suffer contain it with.tge country india must block travels from.china,china dont make rge workd suffer contain it withtge country india must block travels fromchina,"{'neg': 0.33, 'neu': 0.67, 'pos': 0.0, 'compound': -0.7506}",-0.7506,Negative,Negative,0.85436606,1,Negative,0.812787771,Negative,0.921691179
"John 14:6 NKJV
6 Jesus said to him, â€œI am (A)the way, (B)the truth, and (C)the life. (D)No one comes to the Father (E)except through Me.

*Did you know youâ€:trade_mark:re part of the ultimate statistics, 10 out of 10 people die. One day your heart will stop beating and you will be dead! The Bible says youâ€:trade_mark:ll then be judged by the holy and righteous God who created this universe.(Hebrew 9:27)Youâ€:trade_mark:ll be judged for every word, thought, and action in your life.(Matthew 12:36-37) Will you be innocent or guilty?

*Letâ€:trade_mark:s check the standard, the Ten Commandments. Have you ever lied (even a â€œwhiteâ€ lie)? (Revelation 21:8) Have you ever stolen anything (value is irrelevant and includes downloading or copying movies illegally)?  If youâ€:trade_mark:ve lusted, youâ€:trade_mark:ve committed adultery in your heart. (Matthew 5:27-30) (1 Corinthians 6:9-10)

If youâ€:trade_mark:ve hated someone, the Bible says youâ€:trade_mark:re a murderer(1 John 3:15). If youâ€:trade_mark:ve done any of these things, you will be guilty, and end up in Hell. God is perfect and He hates sin, but He sent His Son, Jesus Christ, to die on the Cross to take the punishment you deserve. Then He rose from the graves after three days  â€“ defeating death. (Luke 24:46-48)

Repent (turn from your sins) and trust in Jesus Christ our Lord and saviour  to receive forgiveness and everlasting life afterlife here on earth without pain, suffering and death anymore (revelation 21:4) God cannot Lie He is holy, Righteous and just cannot tolerate Sin(Hebrew 6:18) if you donâ€:trade_mark:t believe in God you are making God a liar. Think about it.

Do you think God cannot preserve His words ? He created the heaven and the earth and the sea all living things here on earth including human.

. Read the Bible to learn about God and how to live. (Acts 20:21) 

*Do Godâ€:trade_mark:s will, plan and purpose in your life; these are above and beyond, immeasurable compare to your grandest dream.

* We obey Godâ€:trade_mark:s moral law the Ten Commandments because we love our Lord and saviour Jesus Christ, the Father and the Holy Ghost(John 14:15) (John 14:1-6) (John 14:16-26) (Mark 12:30-31)  with all our heart, soul, mind and all our strength, and we believe and have faith in Him; also we Fear Him with reverence with deep respect. 

Job 28:28
King James Version
28 And unto man he said, Behold, the fear of the Lord, that is wisdom; and to depart from evil is understanding.

1 Corinthians 6:9-10
New King James Version
9 Do you not know that the unrighteous will not inherit the kingdom of God? Do not be deceived. (A)Neither fornicators, nor idolaters, nor adulterers, nor [a]homosexuals, nor [b]sodomites, 10 nor thieves, nor covetous, nor drunkards, nor revilers, nor extortioners will inherit the kingdom of God.

Ecclesiastes 12:13-14
New King James Version
13 Let us hear the conclusion of the whole matter:

(A)Fear God and keep His commandments,
For this is manâ€:trade_mark:s all.
14 For (B)God will bring every work into judgment,
Including every secret thing,
Whether good or evil.

* Letâ€:trade_mark:s seek the Lord and His face also His strength, power, wisdom and discernment in our daily lives.

We need Godâ€:trade_mark:s help to overcome Sin in our lives. And live a holy life in the eyes of the Living God. 

God will help us if we seek Him diligently with all our heart, soul, mind and all our strength .

Put on always the full armour of God (Ephesians 6:10-18)

Philippians 4:13
New King James Version
13 I can do all things (A)through [a]Christ who strengthens me.

Psalm 28:7
New King James Version
7 The Lord is (A)my strength and my shield;
My heart (B)trusted in Him, and I am helped;
Therefore my heart greatly rejoices,
And with my song I will praise Him.

Acts 20:21
King James Version
21 Testifying both to the Jews, and also to the Greeks, repentance toward God, and faith toward our Lord Jesus Christ.

God bless.


Living water.",john 146 nkjv 6 jesus said to him âœi am athe way bthe truth and cthe life dno one comes to the father eexcept through me did you know youâtrade_markre part of the ultimate statistics 10 out of 10 people die one day your heart will stop beating and you will be dead the bible says youâtrade_markll then be judged by the holy and righteous god who created this universehebrew 927youâtrade_markll be judged for every word thought and action in your lifematthew 123637 will you be innocent or guilty letâtrade_marks check the standard the ten commandments have you ever lied even a âœwhiteâ lie revelation 218 have you ever stolen anything value is irrelevant and includes downloading or copying movies illegally if youâtrade_markve lusted youâtrade_markve committed adultery in your heart matthew 52730 1 corinthians 6910 if youâtrade_markve hated someone the bible says youâtrade_markre a murderer1 john 315 if youâtrade_markve done any of these things you will be guilty and end up in hell god is perfect and he hates sin but he sent his son jesus christ to die on the cross to take the punishment you deserve then he rose from the graves after three days â defeating death luke 244648 repent turn from your sins and trust in jesus christ our lord and saviour to receive forgiveness and everlasting life afterlife here on earth without pain suffering and death anymore revelation 214 god cannot lie he is holy righteous and just cannot tolerate sinhebrew 618 if you donâtrade_markt believe in god you are making god a liar think about it do you think god cannot preserve his words he created the heaven and the earth and the sea all living things here on earth including human read the bible to learn about god and how to live acts 2021 do godâtrade_marks will plan and purpose in your life these are above and beyond immeasurable compare to your grandest dream we obey godâtrade_marks moral law the ten commandments because we love our lord and saviour jesus christ the father and the holy ghostjohn 1415 john 1416 john 141626 mark 123031 with all our heart soul mind and all our strength and we believe and have faith in him also we fear him with reverence with deep respect job 2828 king james version 28 and unto man he said behold the fear of the lord that is wisdom and to depart from evil is understanding 1 corinthians 6910 new king james version 9 do you not know that the unrighteous will not inherit the kingdom of god do not be deceived aneither fornicators nor idolaters nor adulterers nor ahomosexuals nor bsodomites 10 nor thieves nor covetous nor drunkards nor revilers nor extortioners will inherit the kingdom of god ecclesiastes 121314 new king james version 13 let us hear the conclusion of the whole matter afear god and keep his commandments for this is manâtrade_marks all 14 for bgod will bring every work into judgment including every secret thing whether good or evil letâtrade_marks seek the lord and his face also his strength power wisdom and discernment in our daily lives we need godâtrade_marks help to overcome sin in our lives and live a holy life in the eyes of the living god god will help us if we seek him diligently with all our heart soul mind and all our strength put on always the full armour of god ephesians 61018 philippians 413 new king james version 13 i can do all things athrough achrist who strengthens me psalm 287 new king james version 7 the lord is amy strength and my shield my heart btrusted in him and i am helped therefore my heart greatly rejoices and with my song i will praise him acts 2021 king james version 21 testifying both to the jews and also to the greeks repentance toward god and faith toward our lord jesus christ god bless living water,"{'neg': 0.101, 'neu': 0.681, 'pos': 0.218, 'compound': 0.9984}",0.9984,Positive,Positive,0.99533105,1,Negative,0.504098117,Positive,0.509699523
Block Chinese people traveling in world,block chinese people traveling in world,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative,Negative,0.9504759,1,Negative,0.589697182,Negative,0.830360174
Fake news,fake news,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.985011,1,Neutral,0.500733256,Negative,0.945416212
Once again people/sheeple will believe every nonsense the powers to be serve them. Disguisting and stupid.,once again peoplesheeple will believe every nonsense the powers to be serve them disguisting and stupid,"{'neg': 0.303, 'neu': 0.697, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative,Negative,0.90187347,1,Negative,0.815566242,Negative,0.950411677
wuhan virus again feels like a modified covid,wuhan virus again feels like a modified covid,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,Positive,Positive,0.9080342,1,Negative,0.889431119,Negative,0.894128203
FAKE NEWSSS,fake newsss,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,Negative,0.9830264,1,Neutral,0.487787694,Negative,0.932389319
Ah shi here we go again,ah shi here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97722757,1,Negative,0.652932286,Positive,0.813151717
China is threat for World in terms of disease,china is threat for world in terms of disease,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative,Negative,0.708319,1,Negative,0.884431839,Negative,0.8803913
Dayum another virus from china??? Didn't expect that again LIKE LITERALLY NO ONE EXPECT THAT TO HAPPEN AGAIN ðŸ˜‚,dayum another virus from china didnt expect that again like literally no one expect that to happen again ðÿ,"{'neg': 0.101, 'neu': 0.783, 'pos': 0.115, 'compound': 0.0772}",0.0772,Positive,Positive,0.6491093,1,Negative,0.913299143,Negative,0.826208413
That video is I think during covid 19 pandemic  not now'so nothing to worrh,that video is i think during covid 19 pandemic not nowso nothing to worrh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.97244984,1,Neutral,0.737372696,Negative,0.830568314
"Time to isolate, ramp up sanitation, and take vitamins again. But please don't hoard tissue paper again!! Uhhh...I meant toilet paper...please don't hoard toilet paper again!ðŸ’¯",time to isolate ramp up sanitation and take vitamins again but please dont hoard tissue paper again uhhhi meant toilet paperplease dont hoard toilet paper againðÿ,"{'neg': 0.049, 'neu': 0.847, 'pos': 0.104, 'compound': 0.3716}",0.3716,Positive,Positive,0.8898984,1,Neutral,0.661290526,Negative,0.840972722
Great we will get covid2 before gta 6,great we will get covid2 before gta 6,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,Positive,Positive,0.9689313,1,Negative,0.698484004,Positive,0.922250926
1:15 are they really monitoring?,115 are they really monitoring,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9067081,1,Neutral,0.819695234,Negative,0.578991234
They should ban all the flights from china,they should ban all the flights from china,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,Negative,0.9639626,1,Negative,0.733270764,Negative,0.907266915
"Are people still eating wild animals- snakes ,crocodiles , monkeys ,etc to impart virus ,bacteria etc 
ðŸ˜…ðŸ˜…",are people still eating wild animals snakes crocodiles monkeys etc to impart virus bacteria etc ðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.982718,1,Negative,0.603687167,Negative,0.522869766
Where is Bill Gates?ðŸ‘ŒðŸ»ðŸ‘ðŸ‘ŒðŸ»â˜ ï¸,where is bill gatesðÿœðÿðÿðÿœðÿâ ï,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.98449624,1,Neutral,0.773315668,Negative,0.907557547
let's lock our airports Chinese must stay in china,lets lock our airports chinese must stay in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral,Neutral,0.9199423,1,Negative,0.608704269,Negative,0.602168381
The Most weird about this is in China Nobody talkin about the sht ðŸ¤ª,the most weird about this is in china nobody talkin about the sht ðÿª,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.2484}",-0.2484,Negative,Negative,0.88008946,1,Negative,0.92817533,Negative,0.82915318
"Laboratory's virus again hurting the perpetrators, hope this time others are not hurt.",laboratorys virus again hurting the perpetrators hope this time others are not hurt,"{'neg': 0.243, 'neu': 0.464, 'pos': 0.293, 'compound': 0.2444}",0.2444,Positive,Positive,0.61177313,1,Negative,0.840410709,Negative,0.722394109
china...?  im not surprised as anymore....ðŸ˜†.,china im not surprised as anymoreðÿ,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.1695}",-0.1695,Negative,Negative,0.8900248,1,Neutral,0.609991252,Positive,0.576230943
